FBgn	ME_type	geneName
FBgn0035400	Active	CG11537
FBgn0035401	Active	CG1291
FBgn0035402	Active	CG12082
FBgn0035405	Active	pfk
FBgn0035407	Active	Asciz
FBgn0035409	Active	CG14963
FBgn0035410	Active	CG14964
FBgn0035411	Active	Girdin
FBgn0035412	Active	CG14957
FBgn0035414	Active	CG14965
FBgn0035415	Active	CG14966
FBgn0035416	Active	gry
FBgn0035420	Active	CG14967
FBgn0035421	Active	CG12034
FBgn0035422	Active	RpL28
FBgn0035423	Active	CG17737
FBgn0035424	Active	CG11505
FBgn0035425	Active	CG17746
FBgn0035426	Active	CG12078
FBgn0035427	PcG	ckd
FBgn0035430	Inactive	CG12009
FBgn0035431	Inactive	CG14968
FBgn0035432	Active	ZnT63C
FBgn0035434	Active	Drsl5
FBgn0035435	Active	PIG-C
FBgn0035436	Active	CG12016
FBgn0035437	Active	Strip
FBgn0035438	Active	PHGPx
FBgn0035439	Active	CG14961
FBgn0035440	Active	CG14969
FBgn0035443	Active	CG12010
FBgn0035444	Active	CG12012
FBgn0035445	Active	CG12014
FBgn0035449	Active	CG14971
FBgn0035452	Inactive	CG10359
FBgn0035455	Inactive	CG10862
FBgn0035458	Active	ppk27
FBgn0035461	Active	ntc
FBgn0035462	Active	IntS10
FBgn0035464	Active	CG12006
FBgn0035468	Inactive	Gr63a
FBgn0035469	Active	CG14977
FBgn0035470	Active	Ccz1
FBgn0035471	Active	Sc2
FBgn0035473	Active	mge
FBgn0035475	Active	CG10866
FBgn0035476	Active	CG12766
FBgn0035480	PcG	CG14984
FBgn0035481	Inactive	CG12605
FBgn0035482	Active	CG14985
FBgn0035483	Active	Mul1
FBgn0035484	Active	CG11594
FBgn0035488	Active	CG11593
FBgn0035490	Inactive	CG1136
FBgn0035491	Inactive	Dpy-30L2
FBgn0035496	Inactive	CG14990
FBgn0035497	Active	CG14995
FBgn0035498	Active	Fit1
FBgn0035499	Active	Chd64
FBgn0035501	Inactive	CG1299
FBgn0035504	Inactive	Teh4
FBgn0035505	Inactive	Teh2
FBgn0035508	Active	CG15005
FBgn0035510	Active	Cpr64Aa
FBgn0035511	Active	Cpr64Ab
FBgn0035512	Active	Cpr64Ac
FBgn0035513	Active	Cpr64Ad
FBgn0035515	Active	CG14997
FBgn0035517	Active	CG1265
FBgn0035518	Active	CG15011
FBgn0035519	Active	CG1309
FBgn0035520	Active	CG11586
FBgn0035521	Inactive	VhaM9.7-a
FBgn0035522	Inactive	CG1273
FBgn0035523	Inactive	CG1311
FBgn0035524	Active	CG11583
FBgn0035526	Active	CG1316
FBgn0035528	Active	CG15012
FBgn0035529	Active	CG1319
FBgn0035532	Active	CG15014
FBgn0035533	Active	Cip4
FBgn0035534	Active	mRpS6
FBgn0035537	Active	CG11342
FBgn0035538	Inactive	DopEcR
FBgn0035539	Inactive	slow
FBgn0035540	Active	Syx17
FBgn0035541	Active	CG15019
FBgn0035542	Active	DOR
FBgn0035544	Inactive	CG15021
FBgn0035545	Inactive	CG12607
FBgn0035551	Inactive	CG7465
FBgn0035553	Inactive	CG13722
FBgn0035557	Inactive	CG11353
FBgn0035558	Active	CG11357
FBgn0035571	Inactive	CG12493
FBgn0035574	Inactive	RhoGEF64C
FBgn0035575	Inactive	CG7509
FBgn0035577	Inactive	CG13708
FBgn0035578	Inactive	CG13707
FBgn0035581	Inactive	CG17150
FBgn0035583	Active	CG13704
FBgn0035586	Active	CG10671
FBgn0035587	Active	CG4623
FBgn0035588	Active	CG10672
FBgn0035589	Active	CHMP2B
FBgn0035590	Active	Prpk
FBgn0035591	Active	CG4611
FBgn0035593	Active	CG4603
FBgn0035598	Active	CG4669
FBgn0035600	Active	CG4769
FBgn0035601	Active	Uev1A
FBgn0035603	Active	CG10635
FBgn0035608	Active	blanks
FBgn0035610	PcG	Lkr
FBgn0035611	Inactive	CG13285
FBgn0035612	Inactive	CG10625
FBgn0035617	Active	l(3)psg2
FBgn0035619	Inactive	CG10592
FBgn0035620	Inactive	CG5150
FBgn0035622	Active	CG10590
FBgn0035623	Inactive	mthl2
FBgn0035624	Active	Eaf6
FBgn0035625	PcG	Blimp-1
FBgn0035626	Active	lin-28
FBgn0035627	Active	Sse
FBgn0035630	Active	CG10576
FBgn0035631	Active	Txl
FBgn0035632	Active	Ppat-Dpck
FBgn0035636	Active	Cralbp
FBgn0035638	Inactive	Tektin-C
FBgn0035639	Active	CG5537
FBgn0035640	Active	mad2
FBgn0035641	Active	CG5568
FBgn0035642	Active	CG18586
FBgn0035643	Inactive	CG13287
FBgn0035644	Active	DNApol-epsilon58
FBgn0035649	Inactive	CG10483
FBgn0035656	Inactive	CG10479
FBgn0035665	Inactive	Jon65Aiii
FBgn0035669	Inactive	CG6592
FBgn0035670	Inactive	CG10472
FBgn0035673	Active	CG6602
FBgn0035674	Active	CG13295
FBgn0035675	Active	CG6610
FBgn0035676	Active	ssp6
FBgn0035677	Inactive	CG13293
FBgn0035678	Active	CG10469
FBgn0035679	Active	CG10467
FBgn0035685	Inactive	CG13297
FBgn0035687	Inactive	CG13296
FBgn0035688	Active	CG10289
FBgn0035689	Active	CG7376
FBgn0035690	Active	CG10274
FBgn0035691	Active	CG7386
FBgn0035692	Active	CG13298
FBgn0035693	Active	CG8219
FBgn0035694	Active	CG13299
FBgn0035695	Inactive	CG10226
FBgn0035696	Inactive	Best2
FBgn0035699	Inactive	CG13300
FBgn0035702	Active	CG10147
FBgn0035703	Active	CG8270
FBgn0035704	Active	CG10144
FBgn0035707	Active	CG8368
FBgn0035708	Active	CG8398
FBgn0035710	Inactive	SP1173
FBgn0035711	Inactive	CG8519
FBgn0035713	Active	velo
FBgn0035714	Active	CG8549
FBgn0035715	Active	CG10103
FBgn0035719	PcG	tow
FBgn0035720	Active	CG10077
FBgn0035721	Active	CG9948
FBgn0035722	Active	CG10075
FBgn0035724	Active	CG10064
FBgn0035725	Active	Mis12
FBgn0035726	Active	CG9953
FBgn0035727	Active	CG10063
FBgn0035730	Inactive	CG17744
FBgn0035734	Inactive	CG14823
FBgn0035751	Inactive	CG14829
FBgn0035753	Active	RpL18
FBgn0035754	Active	MED4
FBgn0035755	Inactive	CG14830
FBgn0035756	Inactive	unc-13-4A
FBgn0035760	Active	CG8607
FBgn0035761	Active	RhoGEF4
FBgn0035762	Active	Rint1
FBgn0035763	Active	CG8602
FBgn0035766	Active	eco
FBgn0035767	Active	CG8596
FBgn0035768	Active	CG14834
FBgn0035769	Active	CTCF
FBgn0035770	Active	pst
FBgn0035771	Active	Sec63
FBgn0035772	Active	Sh3beta
FBgn0035776	Active	CG8564
FBgn0035777	Inactive	CG8563
FBgn0035780	Inactive	CG18417
FBgn0035782	Active	CG14835
FBgn0035785	Inactive	ppk26
FBgn0035790	Inactive	Cyp316a1
FBgn0035791	Inactive	CG8539
FBgn0035792	Inactive	CG7548
FBgn0035793	Active	CG7546
FBgn0035797	Inactive	CG14837
FBgn0035798	Inactive	frac
FBgn0035799	Inactive	CG14838
FBgn0035800	Inactive	CG7716
FBgn0035802	Inactive	CG33275
FBgn0035805	Active	CG7506
FBgn0035806	Active	PGRP-SD
FBgn0035807	Active	CG7492
FBgn0035811	Active	CG12262
FBgn0035812	Active	CG7457
FBgn0035813	Inactive	CG8492
FBgn0035815	Inactive	Snmp2
FBgn0035816	Inactive	CG13685
FBgn0035817	Inactive	CG7409
FBgn0035823	Active	eIF4E-5
FBgn0035824	Active	CG8281
FBgn0035825	Active	CG8111
FBgn0035827	Active	Srp9
FBgn0035829	Active	HP4
FBgn0035830	Active	CG8209
FBgn0035831	Active	CG8038
FBgn0035833	Active	CG7565
FBgn0035838	Active	ldbr
FBgn0035839	Active	CG7550
FBgn0035842	Active	CG7504
FBgn0035844	Inactive	CG13676
FBgn0035847	Inactive	mthl7
FBgn0035848	Active	CG7979
FBgn0035849	Active	ERR
FBgn0035850	Active	Atg18a
FBgn0035851	Active	MED24
FBgn0035852	Active	CG7387
FBgn0035853	Active	UbcE2M
FBgn0035854	Active	CG8005
FBgn0035855	Active	CG7366
FBgn0035856	Active	CG13679
FBgn0035857	Inactive	CG8006
FBgn0035858	Inactive	CG13674
FBgn0035859	Inactive	CG13678
FBgn0035861	Inactive	CG7213
FBgn0035866	Active	CG7197
FBgn0035867	Active	CG13671
FBgn0035868	Active	CG7194
FBgn0035870	Active	Gr66a
FBgn0035871	Active	BI-1
FBgn0035872	Active	CG7185
FBgn0035876	Active	Pex2
FBgn0035877	Active	CG7083
FBgn0035878	Active	CG7182
FBgn0035879	Active	GAPcenA
FBgn0035880	Active	CG17352
FBgn0035888	Active	CG7120
FBgn0035890	Active	CG13667
FBgn0035896	Active	CG6983
FBgn0035900	Active	ZC3H3
FBgn0035901	Active	CG6745
FBgn0035902	Active	CG6683
FBgn0035903	Active	CG6765
FBgn0035904	Active	GstO3
FBgn0035906	Active	GstO2
FBgn0035907	Active	GstO1
FBgn0035909	Active	ergic53
FBgn0035911	Active	CG6638
FBgn0035914	Inactive	CG6282
FBgn0035915	Inactive	S-Lap1
FBgn0035916	Active	GAPsec
FBgn0035917	Inactive	Zasp66
FBgn0035918	Active	Cdc6
FBgn0035923	Active	CG6511
FBgn0035926	Active	CG5804
FBgn0035929	Inactive	CG13311
FBgn0035933	Inactive	CG13309
FBgn0035934	Inactive	TrpA1
FBgn0035936	Inactive	Tsp66E
FBgn0035941	Active	CG13313
FBgn0035942	Active	CG5660
FBgn0035944	Active	CG5021
FBgn0035945	Active	CG5026
FBgn0035947	Active	Srp68
FBgn0035948	Active	CG5644
FBgn0035951	Active	CG5068
FBgn0035952	Active	CG5280
FBgn0035953	Active	CG5087
FBgn0035954	PcG	Doc3
FBgn0035955	PcG	CG5194
FBgn0035957	Active	CG5144
FBgn0035959	Active	CG4911
FBgn0035960	Active	CG4942
FBgn0035964	Active	Dhpr
FBgn0035965	Active	Use1
FBgn0035968	Inactive	Slc45-1
FBgn0035969	Inactive	CG4476
FBgn0035975	Active	PGRP-LA
FBgn0035976	PcG	PGRP-LC
FBgn0035977	Active	PGRP-LF
FBgn0035978	Active	UGP
FBgn0035980	Active	CG4447
FBgn0035981	Active	CG4452
FBgn0035983	Active	CG4080
FBgn0035985	Active	Cpr67B
FBgn0035986	Active	CG4022
FBgn0035987	Active	CG3689
FBgn0035988	Active	CG3982
FBgn0035989	Active	CG3967
FBgn0035993	Active	Nf-YA
FBgn0035995	Active	CG3529
FBgn0035996	Active	CG3448
FBgn0035997	Active	phol
FBgn0035998	Active	CG3437
FBgn0035999	Active	CG3552
FBgn0036000	Active	CG3434
FBgn0036004	Active	Jarid2
FBgn0036005	Active	pall
FBgn0036007	Active	path
FBgn0036008	Active	CG3408
FBgn0036014	Inactive	CG3222
FBgn0036017	Inactive	CG3280
FBgn0036018	Active	CG3335
FBgn0036020	Active	CG8336
FBgn0036022	Active	CG8329
FBgn0036023	Active	CG18179
FBgn0036024	Active	CG18180
FBgn0036028	Active	CG16717
FBgn0036029	Active	CG16719
FBgn0036030	Active	CG6767
FBgn0036031	Inactive	CG6761
FBgn0036032	Active	CG16711
FBgn0036035	Active	CG18178
FBgn0036036	Active	CG14174
FBgn0036038	Active	defl
FBgn0036039	Active	Naa60
FBgn0036040	Inactive	CG6749
FBgn0036043	Active	CG8177
FBgn0036052	Active	CG10809
FBgn0036053	Active	iPLA2-VIA
FBgn0036058	Active	CG6707
FBgn0036059	Active	nudE
FBgn0036062	Active	CG6685
FBgn0036063	Active	CG6674
FBgn0036066	Inactive	CG14160
FBgn0036072	Inactive	CG6628
FBgn0036080	Inactive	Or67d
FBgn0036085	Active	CG6527
FBgn0036090	Active	CG8009
FBgn0036091	Active	CG18628
FBgn0036093	Active	CG14154
FBgn0036094	Active	CG14153
FBgn0036096	Active	CG8003
FBgn0036099	Active	CG11811
FBgn0036101	Active	NijA
FBgn0036102	Inactive	CG12523
FBgn0036104	Active	CG6418
FBgn0036105	Active	Blos4
FBgn0036106	Inactive	CG6409
FBgn0036107	Active	CG7949
FBgn0036111	Active	Aps
FBgn0036116	Inactive	CG7888
FBgn0036117	Active	CG6321
FBgn0036118	Active	Blos2
FBgn0036121	Active	CG6310
FBgn0036124	Active	CG7839
FBgn0036125	Active	CG6279
FBgn0036126	Active	CG6272
FBgn0036128	Active	Elo68beta
FBgn0036131	Inactive	CG12522
FBgn0036133	Active	CG7638
FBgn0036134	Active	fd68A
FBgn0036135	Active	mRpL2
FBgn0036136	Active	Ufd1-like
FBgn0036138	Inactive	CG14143
FBgn0036139	Inactive	CG6216
FBgn0036141	Active	wls
FBgn0036142	Active	CG7616
FBgn0036143	Inactive	CG14142
FBgn0036144	Inactive	GlcAT-P
FBgn0036145	Active	CG7607
FBgn0036146	Active	CG14141
FBgn0036147	Active	Plod
FBgn0036150	Active	Ir68a
FBgn0036152	Active	CG6175
FBgn0036153	Active	CG7573
FBgn0036154	Active	CG6168
FBgn0036155	Inactive	CG6163
FBgn0036157	Inactive	CG7560
FBgn0036165	Inactive	chrb
FBgn0036168	PcG	CG7512
FBgn0036173	Active	CG7394
FBgn0036179	PcG	CG7368
FBgn0036180	Active	CG6091
FBgn0036184	Active	PCID2
FBgn0036186	Active	CG6071
FBgn0036187	Active	RIOK1
FBgn0036188	Active	CG7339
FBgn0036191	Active	Sug
FBgn0036192	Active	Pallidin
FBgn0036193	Active	CG14135
FBgn0036194	Active	CG11652
FBgn0036195	Active	CG6053
FBgn0036196	Active	CG11658
FBgn0036198	Active	crim
FBgn0036199	Active	Bmcp
FBgn0036202	Inactive	CG6024
FBgn0036203	Inactive	Muc68D
FBgn0036205	Active	CG14131
FBgn0036206	Inactive	CG5964
FBgn0036207	Active	CG10907
FBgn0036208	Inactive	CG10361
FBgn0036210	Active	CG14130
FBgn0036211	Active	CG5946
FBgn0036212	Active	CG11597
FBgn0036213	Active	RpL10Ab
FBgn0036214	Active	CG7264
FBgn0036218	Inactive	CG14128
FBgn0036219	Inactive	CCDC151
FBgn0036224	Inactive	Rpt4R
FBgn0036235	Inactive	CG6938
FBgn0036237	Active	viaf
FBgn0036239	Active	Pop2
FBgn0036240	Active	CG6928
FBgn0036248	Active	ssp
FBgn0036249	Active	CG11560
FBgn0036254	Active	CG5645
FBgn0036255	Active	Atg12
FBgn0036257	Active	RhoGAP68F
FBgn0036258	Active	CG5642
FBgn0036259	Inactive	CG9760
FBgn0036260	Inactive	Rh7
FBgn0036262	Active	CG6910
FBgn0036263	Active	thoc6
FBgn0036264	Inactive	CG11529
FBgn0036266	Active	CG5626
FBgn0036271	Active	Pbgs
FBgn0036272	Active	CG4300
FBgn0036273	Active	CG10426
FBgn0036277	Active	CG10418
FBgn0036278	Inactive	CrzR
FBgn0036279	Active	Ncc69
FBgn0036282	Inactive	Smyd4
FBgn0036286	Active	CG10616
FBgn0036287	PcG	CG10663
FBgn0036288	Active	CG10660
FBgn0036289	Inactive	CG10657
FBgn0036290	Active	CG10638
FBgn0036291	Active	CG10681
FBgn0036292	Active	CG10646
FBgn0036294	Active	CG10654
FBgn0036298	Active	nst
FBgn0036299	Active	Tsf2
FBgn0036300	Active	CG10688
FBgn0036301	Active	CG4069
FBgn0036302	Active	sowah
FBgn0036305	Active	CG10984
FBgn0036306	Active	CG10973
FBgn0036309	Active	Hip1
FBgn0036310	Inactive	CG10969
FBgn0036311	Active	CG17666
FBgn0036314	Active	CG10754
FBgn0036316	Active	CG10960
FBgn0036317	Active	CG10948
FBgn0036318	Active	Wbp2
FBgn0036319	Active	Ent3
FBgn0036320	Inactive	CG10943
FBgn0036321	Inactive	CG14120
FBgn0036323	Inactive	CG14118
FBgn0036324	Inactive	CG12520
FBgn0036331	Active	CG14117
FBgn0036332	Active	CG11261
FBgn0036333	Active	MICAL-like
FBgn0036334	Active	CG11267
FBgn0036335	Active	mRpL20
FBgn0036336	Active	ste14
FBgn0036337	Active	AdenoK
FBgn0036340	Active	SRm160
FBgn0036341	Active	Syx13
FBgn0036342	Active	CG11279
FBgn0036351	Inactive	CG14107
FBgn0036352	Inactive	CG14110
FBgn0036353	Active	CG10171
FBgn0036354	Active	Poc1
FBgn0036356	Active	CG10222
FBgn0036364	Inactive	CG14109
FBgn0036365	Active	CG10732
FBgn0036366	Active	CG10133
FBgn0036367	Inactive	CG10116
FBgn0036368	Inactive	CG10738
FBgn0036369	Active	CG10089
FBgn0036372	Active	Abp1
FBgn0036373	Active	Tgi
FBgn0036374	Active	Spt20
FBgn0036376	Active	Liprin-beta
FBgn0036377	PcG	CG10710
FBgn0036381	Inactive	CG8745
FBgn0036382	Inactive	CG13737
FBgn0036386	Active	CG8833
FBgn0036390	Active	CG13738
FBgn0036391	Inactive	CG17364
FBgn0036395	Active	CG17361
FBgn0036396	Active	CG17359
FBgn0036397	Active	CG8783
FBgn0036398	Active	upSET
FBgn0036402	Active	CG6650
FBgn0036405	Active	CG6833
FBgn0036406	Active	CG13484
FBgn0036410	Inactive	CG8100
FBgn0036414	PcG	nan
FBgn0036415	Inactive	CG7768
FBgn0036416	Inactive	CG7924
FBgn0036417	Inactive	CG7906
FBgn0036419	Active	CG13482
FBgn0036422	Inactive	CG3868
FBgn0036423	Active	CG3919
FBgn0036427	Inactive	CG4613
FBgn0036428	Active	Gbs-70E
FBgn0036433	Inactive	CG9628
FBgn0036436	Inactive	CG4914
FBgn0036442	Inactive	CG13473
FBgn0036443	Inactive	CG13471
FBgn0036446	Active	CG9384
FBgn0036447	Active	CG17173
FBgn0036448	Active	mop
FBgn0036449	Active	bmm
FBgn0036450	Active	Tdrd3
FBgn0036451	Active	CG9425
FBgn0036454	PcG	CG17839
FBgn0036460	Active	CG5114
FBgn0036461	Active	Zip71B
FBgn0036462	Active	mRpL39
FBgn0036463	Active	Reck
FBgn0036474	Active	Or71a
FBgn0036476	Active	CG6945
FBgn0036479	Inactive	CG13458
FBgn0036480	Active	Cep135
FBgn0036481	Active	CG16959
FBgn0036482	Active	CG13457
FBgn0036483	Active	CG12316
FBgn0036484	Active	Pex3
FBgn0036485	Inactive	FucTA
FBgn0036486	Active	Msh6
FBgn0036487	Active	Prp31
FBgn0036488	Active	CG6878
FBgn0036489	Active	CG7011
FBgn0036492	Inactive	Best3
FBgn0036493	Inactive	CG7255
FBgn0036498	Inactive	CG13455
FBgn0036500	Active	CG7275
FBgn0036501	Active	CG7272
FBgn0036502	Active	CG7841
FBgn0036503	Active	CG13454
FBgn0036504	Active	yellow-k
FBgn0036505	Active	CG7945
FBgn0036509	Active	CG7739
FBgn0036510	Active	CG7427
FBgn0036512	Active	CG16979
FBgn0036514	Active	CG12301
FBgn0036515	Active	CG12304
FBgn0036516	Active	CG7656
FBgn0036518	Active	RhoGAP71E
FBgn0036519	Active	CG7650
FBgn0036520	Inactive	CG13449
FBgn0036522	Active	CG7372
FBgn0036529	PcG	pgant8
FBgn0036531	Inactive	CG6244
FBgn0036534	Active	DCP2
FBgn0036536	Active	CG12713
FBgn0036537	Active	CG18081
FBgn0036538	Active	CG15715
FBgn0036544	Inactive	sff
FBgn0036545	Active	GXIVsPLA2
FBgn0036546	Active	elgi
FBgn0036547	Active	CG17032
FBgn0036549	Active	CG10516
FBgn0036550	Active	CG17026
FBgn0036551	Active	CG17029
FBgn0036552	Active	CG17028
FBgn0036553	Active	CG17027
FBgn0036556	Active	CG5830
FBgn0036557	Active	mRpS31
FBgn0036560	Active	CG5895
FBgn0036563	Active	CG13075
FBgn0036565	Active	CG5235
FBgn0036566	Active	ClC-c
FBgn0036567	Active	CG13074
FBgn0036568	Inactive	ms(3)72Dt
FBgn0036569	Active	CG5414
FBgn0036570	Active	IntS9
FBgn0036571	Active	CG12272
FBgn0036574	Active	elg1
FBgn0036575	Active	CG5157
FBgn0036576	Active	CG5151
FBgn0036577	Active	CG13073
FBgn0036579	Active	CG5027
FBgn0036580	Active	PDCD-5
FBgn0036581	Active	MED10
FBgn0036587	Inactive	CG4950
FBgn0036588	Inactive	CG13068
FBgn0036589	Inactive	CG13067
FBgn0036592	Inactive	CG13049
FBgn0036594	Inactive	CG13047
FBgn0036595	Inactive	CG13046
FBgn0036612	Inactive	CG4998
FBgn0036614	Active	CG4925
FBgn0036615	Active	CG4933
FBgn0036617	Active	Cpr72Ea
FBgn0036618	Active	Cpr72Eb
FBgn0036619	Inactive	Cpr72Ec
FBgn0036620	Active	CG4842
FBgn0036621	Active	roq
FBgn0036622	Active	CG4753
FBgn0036623	Active	CG4729
FBgn0036624	Active	RAF2
FBgn0036627	PcG	Grp
FBgn0036629	Active	CG4573
FBgn0036640	Active	nxf2
FBgn0036641	Active	Smn
FBgn0036643	Active	Syx8
FBgn0036648	Active	CG4098
FBgn0036652	Active	CG13032
FBgn0036654	Active	CG9692
FBgn0036659	Inactive	CG9701
FBgn0036660	Active	CG13025
FBgn0036661	Active	CG9705
FBgn0036662	Active	CG9706
FBgn0036663	Active	CG9674
FBgn0036665	Active	CG13024
FBgn0036666	Active	TSG101
FBgn0036667	Active	CG9669
FBgn0036668	Active	CG9715
FBgn0036670	Active	CG13029
FBgn0036671	Active	CG9951
FBgn0036676	Inactive	CG13028
FBgn0036677	Inactive	CG13023
FBgn0036678	Inactive	CG11905
FBgn0036680	Inactive	Cpr73D
FBgn0036684	Active	CG3764
FBgn0036685	Active	CG6664
FBgn0036686	Active	CG7728
FBgn0036687	Inactive	CG6652
FBgn0036688	Active	Fit2
FBgn0036689	Active	CG7730
FBgn0036690	Active	Ilp8
FBgn0036691	Active	beg
FBgn0036695	Active	Papst2
FBgn0036696	Active	CG14057
FBgn0036697	Active	rogdi
FBgn0036698	Inactive	CG7724
FBgn0036702	Active	CG6512
FBgn0036710	Active	CG6479
FBgn0036712	Inactive	brv2
FBgn0036713	Inactive	Mip
FBgn0036714	Active	CG7692
FBgn0036715	Inactive	Cad74A
FBgn0036717	Inactive	CG13731
FBgn0036723	Active	CG12229
FBgn0036726	Active	CG7603
FBgn0036727	Inactive	CG7589
FBgn0036728	Active	CG7580
FBgn0036729	Active	CG13733
FBgn0036730	Active	qjt
FBgn0036731	Active	CG6333
FBgn0036732	Active	Oatp74D
FBgn0036733	Active	U4-U6-60K
FBgn0036734	Active	CG7564
FBgn0036735	Active	Edc3
FBgn0036738	Inactive	CG7542
FBgn0036740	Active	Vps60
FBgn0036741	Active	CG7510
FBgn0036742	Active	CG7497
FBgn0036745	Active	CG7484
FBgn0036746	Active	Crtc
FBgn0036747	Inactive	CG6052
FBgn0036749	Inactive	CG7460
FBgn0036750	Inactive	CG6034
FBgn0036752	Active	Adgf-A
FBgn0036754	Active	CG5589
FBgn0036756	Inactive	cln3
FBgn0036757	Inactive	Ir75a
FBgn0036759	Active	CG5577
FBgn0036760	Active	CG5567
FBgn0036761	Active	MED19
FBgn0036762	Active	CG7430
FBgn0036763	Active	CG7441
FBgn0036764	Active	CG5535
FBgn0036765	Inactive	CG7408
FBgn0036766	Inactive	CG5506
FBgn0036768	Inactive	CG7402
FBgn0036769	Inactive	Tsp74F
FBgn0036770	Active	Prestin
FBgn0036771	Active	CG14353
FBgn0036772	Active	CG5290
FBgn0036773	Inactive	CG13698
FBgn0036774	Active	mRpS26
FBgn0036775	Active	CG5147
FBgn0036777	Active	CG7341
FBgn0036778	Inactive	Cyp312a1
FBgn0036780	Inactive	CG7330
FBgn0036781	Inactive	CG13699
FBgn0036782	Inactive	CG7320
FBgn0036783	Inactive	CheA75a
FBgn0036786	Inactive	skl
FBgn0036787	Inactive	CG4306
FBgn0036789	Inactive	AstC-R2
FBgn0036790	Inactive	AstC-R1
FBgn0036795	Inactive	CG18233
FBgn0036796	Inactive	CG18231
FBgn0036801	Inactive	MYPT-75D
FBgn0036804	Active	Sgf11
FBgn0036805	Active	Chmp1
FBgn0036806	Active	Cyp12c1
FBgn0036809	Inactive	CG12477
FBgn0036811	Active	MED11
FBgn0036812	Active	Nufip
FBgn0036813	Active	Atg3
FBgn0036814	Active	CG14073
FBgn0036815	Active	HipHop
FBgn0036816	Active	Indy
FBgn0036818	Active	CG14074
FBgn0036819	Active	Dysb
FBgn0036820	Active	CG6852
FBgn0036821	Active	CG3961
FBgn0036824	Active	CG3902
FBgn0036825	Active	RpL26
FBgn0036826	Active	arx
FBgn0036827	Active	CG6843
FBgn0036828	Active	CG6841
FBgn0036834	Inactive	CG6836
FBgn0036836	Inactive	CG11619
FBgn0036837	Inactive	CG18135
FBgn0036838	Active	CG3808
FBgn0036839	Inactive	CG18136
FBgn0036842	Active	CG3797
FBgn0036843	Active	CG6812
FBgn0036844	Active	Mkp3
FBgn0036846	Active	MESR6
FBgn0036847	Active	CG11577
FBgn0036848	Active	CG10424
FBgn0036849	Active	CG14079
FBgn0036850	Active	Gem2
FBgn0036853	Active	mRpL21
FBgn0036857	Active	CG9629
FBgn0036859	Inactive	CG14085
FBgn0036862	Inactive	Gbs-76A
FBgn0036870	Inactive	CG14095
FBgn0036872	Inactive	CG12519
FBgn0036874	Inactive	brv1
FBgn0036875	Inactive	CG9449
FBgn0036876	Inactive	CG9451
FBgn0036877	Inactive	CG9452
FBgn0036880	PcG	Cpr76Bc
FBgn0036881	Inactive	Cpr76Bd
FBgn0036882	Inactive	CG9279
FBgn0036886	Active	CG9300
FBgn0036887	Active	CG9231
FBgn0036888	Active	CG9330
FBgn0036889	Active	CG14100
FBgn0036890	Inactive	CG9368
FBgn0036891	Active	CG9372
FBgn0036892	Active	Lon
FBgn0036893	Active	CG9376
FBgn0036895	Inactive	ms(3)76Cc
FBgn0036896	Active	wnd
FBgn0036897	Active	CG8786
FBgn0036899	PcG	tey
FBgn0036900	PcG	CG8765
FBgn0036906	Active	CG14102
FBgn0036908	Active	CG14103
FBgn0036909	Active	CG15881
FBgn0036910	Active	Cyp305a1
FBgn0036911	Active	Fibp
FBgn0036913	Active	CG8334
FBgn0036915	Active	Prp3
FBgn0036916	Active	Mtr3
FBgn0036918	Active	CG7770
FBgn0036919	Active	Grasp65
FBgn0036920	Active	CG8004
FBgn0036921	Active	RhoGDI
FBgn0036922	Active	CG14182
FBgn0036923	Inactive	CG17732
FBgn0036924	Inactive	hale
FBgn0036925	Inactive	schuy
FBgn0036926	Active	CG7646
FBgn0036927	Active	CG7433
FBgn0036928	Active	Tom20
FBgn0036929	Active	CG7668
FBgn0036931	Active	CG14183
FBgn0036932	Active	CG14184
FBgn0036934	Inactive	sNPF-R
FBgn0036935	PcG	CG14186
FBgn0036937	Inactive	Ir76b
FBgn0036939	Inactive	CG7365
FBgn0036940	Active	obst-J
FBgn0036941	Active	CG7335
FBgn0036942	Active	CG7328
FBgn0036945	Active	Ssk
FBgn0036948	Inactive	CG7298
FBgn0036956	Active	CG13813
FBgn0036958	Active	CG17233
FBgn0036959	Inactive	CG6951
FBgn0036962	Inactive	CG17122
FBgn0036964	Active	FRG1
FBgn0036967	Active	CG6597
FBgn0036969	Inactive	Spn77Bb
FBgn0036970	Inactive	Spn77Bc
FBgn0036973	Active	Rbbp5
FBgn0036974	Active	eRF1
FBgn0036975	Active	CG5618
FBgn0036977	Active	CG5665
FBgn0036978	Inactive	Toll-9
FBgn0036979	Active	CG13247
FBgn0036980	Active	RhoBTB
FBgn0036984	Inactive	CG13248
FBgn0036985	Inactive	zye
FBgn0036986	Inactive	CG5282
FBgn0036987	Active	CG5274
FBgn0036988	Active	CG5262
FBgn0036990	Active	mRpL15
FBgn0036991	Active	CG5872
FBgn0036992	Active	CG11796
FBgn0036993	Active	CG5910
FBgn0036994	Active	CG5199
FBgn0036995	Inactive	atk
FBgn0036996	Inactive	mag
FBgn0036997	Inactive	CG5955
FBgn0036998	Active	CG5969
FBgn0036999	Active	isoQC
FBgn0037000	Inactive	ZnT77C
FBgn0037001	Active	CG6020
FBgn0037003	Active	CG18281
FBgn0037004	Active	CG17637
FBgn0037005	Active	CG5078
